id,word,root,part_of_speech,meaning,link
8179,שׁוֹחֵר,שׁ - ח - ר,"Noun – kotel pattern, masculine","advocate, proponent, supporter; cadet (military)",/dict/8179-shocher/
2175,לְהַשְׁחִיר,שׁ - ח - ר,Verb – hif'il,"to blacken, to tarnish",/dict/2175-lehashchir/
5594,לְשַׁחֵר,שׁ - ח - ר,Verb – pi'el,"to seek, to chase (ל־) (rare)",/dict/5594-leshacher/
2177,לְהִשְׁתַּחְרֵר,שׁ - ח - ר - ר,Verb – hitpa'el,"to be freed, to be released",/dict/2177-lehishtachrer/
4290,שִׁיחְרוּר,שׁ - ח - ר - ר,"Noun – kittul pattern, masculine",liberation,/dict/4290-shichrur/
2176,לְשַׁחְרֵר,שׁ - ח - ר - ר,Verb – pi'el,"to free, to release",/dict/2176-leshachrer/
6520,שְׁחִיתוּת,שׁ - ח - ת,Noun – feminine,corruption,/dict/6520-shchitut/
2178,לְהִישָּׁחֵת,שׁ - ח - ת,Verb – nif'al,to be spoiled (morally),/dict/2178-lehishachet/
2179,לְהַשְׁחִית,שׁ - ח - ת,Verb – hif'il,"to damage, to destroy; to corrupt",/dict/2179-lehashchit/
4119,לְשַׁחֵת,שׁ - ח - ת,Verb – pi'el,"to corrupt, to ruin; to destroy",/dict/4119-leshachet/
2182,לִשְׁטוֹחַ,שׁ - ט - ח,Verb – pa'al,"to spread; to present, to explicate (lit.)",/dict/2182-lishtoach/
6095,שֶׁטַח,שׁ - ט - ח,"Noun – ketel pattern, masculine",area; territory,/dict/6095-shetach/
4103,שָׁטִיחַ,שׁ - ט - ח,"Noun – katil pattern, masculine","carpet, rug",/dict/4103-shatiach/
4363,לְהִשְׁתַּטֵּחַ,שׁ - ט - ח,Verb – hitpa'el,"to get down, to prostrate oneself; to be flattened",/dict/4363-lehishtateach/
4486,שָׁטוּחַ,שׁ - ט - ח,Adjective – katul pattern,"flat; spread, stretched",/dict/4486-shatuach/
8197,לְהַשְׁטִיחַ,שׁ - ט - ח,Verb – hif'il,to spread out (lit.); to flatten,/dict/8197-lehashtiach/
7591,שֶׁטַח הֶפְקֵר,-,Noun,no man's land,/dict/7591-shetach-hefker/
2181,לְהִשְׁתַּטּוֹת,שׁ - ט - ה,Verb – hitpa'el,to act like a fool; to go crazy (lit.),/dict/2181-lehishtatot/
3759,שְׁטוּת,שׁ - ט - ה,"Noun – ktut pattern, feminine","stupidity, (in plural) nonsense",/dict/3759-shtut/
4291,שׁוֹטֶה,שׁ - ט - ה,Adjective – kotel pattern,"foolish, idiotic; fool (when used as a noun)",/dict/4291-shote/
2180,לְשַׁטּוֹת,שׁ - ט - ה,Verb – pi'el,"to make fun of, to ridicule (lit.)",/dict/2180-leshatot/
3584,שִׁיטָּפוֹן,שׁ - ט - ף,"Noun – kittalon pattern, masculine","flood, inundation",/dict/3584-shitafon/
2183,לִשְׁטוֹף,שׁ - ט - ף,Verb – pa'al,"to wash, to rinse",/dict/2183-lishtof/
2184,לְהִישָּׁטֵף,שׁ - ט - ף,Verb – nif'al,to be washed; to be washed away,/dict/2184-lehishatef/
7298,שָׁטוּף,שׁ - ט - ף,Adjective – katul pattern,"washed, rinsed",/dict/7298-shatuf/
5683,מִשְׁטָר,שׁ - ט - ר,"Noun – miktal pattern, masculine","policy, rule",/dict/5683-mishtar/
4664,שׁוֹטֵר,שׁ - ט - ר,"Noun – kotel pattern, masculine",policeman,/dict/4664-shoter/
4665,מִשְׁטָרָה,שׁ - ט - ר,"Noun – miktala pattern, feminine",police,/dict/4665-mishtara/
7821,שְׁטָר,שׁ - ט - ר,"Noun – ktal pattern, masculine","bill, banknote; deed (business)",/dict/7821-shtar/
5787,לְשַׁטֵּר,שׁ - ט - ר,Verb – pi'el,"to patrol, to police",/dict/5787-leshater/
5348,שְׁטְרוּדֶל,-,Noun – masculine,"at mark (@), strudel",/dict/5348-shtrudel/
7965,שִׁיבּוֹלֶת שׁוּעָל,-,Noun,"oats, oatmeal",/dict/7965-shibolet-shual/
8101,שִׁידָּה,-,Noun – feminine,"dresser, chest of drawers",/dict/8101-shida/
4417,שֵׂיָה,-,Noun – masculine,lamb (female),/dict/4417-seya/
2185,לָשִׂיחַ,שׂ - י - ח,Verb – pa'al,"to say, to tell (lit.)",/dict/2185-lasiach/
2186,לְהָשִׂיחַ,שׂ - י - ח,Verb – hif'il,"to converse, to talk (lit.)",/dict/2186-lehasiach/
2187,לְשׂוֹחֵחַ,שׂ - י - ח,Verb – pi'el,"to converse, to talk, to chat",/dict/2187-lesocheach/
4849,שִׂיחָה,שׂ - י - ח,"Noun – ktila pattern, feminine",conversation,/dict/4849-sicha/
8007,שִׂיחַ,שׂ - י - ח,Noun,"conversation, discourse (lit.)",/dict/8007-siach/
6763,שִׂיחַ,-,Noun – masculine,"bush, shrub",/dict/6763-siach/
4030,שַׁייָּט,שׁ - י - ט,"Noun – kattal pattern, masculine","sailor, yachtsman",/dict/4030-shayat/
4029,לְשַׁייֵּט,שׁ - י - ט,Verb – pi'el,"to sail, to travel by sea, to drift",/dict/4029-leshayet/
4691,שִׁיּוּט,שׁ - י - ט,"Noun – kittul pattern, masculine","sailing, boating, drifting",/dict/4691-shiyut/
6838,שַׁיִט,שׁ - י - ט,"Noun – ketel pattern, masculine","boating, sailing; cruise",/dict/6838-shayit/
7536,שַׁיי,-,Noun – masculine,"gift, present",/dict/7536-shay/
8438,שַׁייִשׁ,-,Noun,marble; countertop (coll.),/dict/8438-shayish/
2188,לְשַׁייֵּךְ,שׁ - י - ך,Verb – pi'el,"to ascribe, to attribute",/dict/2188-leshayech/
2189,לְהִשְׁתַּייֵּךְ,שׁ - י - ך,Verb – hitpa'el,to belong,/dict/2189-lehishtayech/
3303,שַׁייָּךְ,שׁ - י - ך,Adjective – kattal pattern,"belonging to someone/something (ל־), relevant",/dict/3303-shayach/
45,לָשִׂים,שׂ - י - ם,Verb – pa'al,"to put, to put on",/dict/45-lasim/
2795,לְהָשִׂים,שׂ - י - ם,Verb – hif'il,"to place, to put; to turn something into something",/dict/2795-lehasim/
3756,מְשִׂימָה,שׂ - י - ם,"Noun – mekila pattern, feminine","mission, task",/dict/3756-mesima/
3929,הֲשָׂמָה,שׂ - י - ם,"Noun – haktala pattern, feminine","placement, assignment; recruitment",/dict/3929-hasama/
7645,תְּשׂוּמָה,שׂ - י - ם,"Noun – tkula pattern, feminine","input, factor of production (economy)",/dict/7645-tsuma/
6958,שׂוּם,שׂ - י - ם,Adjective,"given, posed, put (archaic)",/dict/6958-sum/
5785,לְשַׁייֵּף,שׁ - י - ף,Verb – pi'el,"to polish, to smooth, to file",/dict/5785-leshayef/
5,לָשִׁיר,שׁ - י - ר,Verb – pa'al,to sing,/dict/5-lashir/
5517,לְשׁוֹרֵר,שׁ - י - ר,Verb – pi'el,to write poetry,/dict/5517-leshorer/
2432,מוּשָׁר,שׁ - י - ר,Verb – huf'al,to be sung,/dict/2432-mushar/
4337,שִׁיר,שׁ - י - ר,Noun – masculine,song; poem,/dict/4337-shir/
4338,שִׁירָה,שׁ - י - ר,Noun – feminine,"poetry, verse; singing",/dict/4338-shira/
2191,לָשׂוּשׂ,שׂ - י - שׂ,Verb – pa'al,to rejoice (lit.),/dict/2191-lasus/
8691,מָשׂוֹשׂ,שׂ - י - שׂ,"Noun – miktal pattern, masculine","joy, gladness (lit.)",/dict/8691-masos/
8397,שָׂשׂוֹן,שׂ - י - שׂ,Noun – masculine,"joy, gladness, happiness",/dict/8397-sason/
3399,שִׁישִּׁי,-,Adjective,sixth,/dict/3399-shishi/
8302,שִישִּייָּה,-,Noun – masculine,"sextet, sestet, sextuplet, six of a kind",/dict/8302-shishiya/
2797,לְהָשִׁית,שׁ - י - ת,Verb – hif'il,"to impose (limitations, penalties)",/dict/2797-lehashit/
2806,לָשִׁית,שׁ - י - ת,Verb – pa'al,"to put, to place (archaic)",/dict/2806-lashit/
7392,שִׁיתּוּף פְּעוּלָּה,-,Noun,"cooperation, collaboration",/dict/7392-shituf-peula/
10,לִשְׁכַּב,שׁ - כ - ב,Verb – pa'al,"to lie, to lie down",/dict/10-lishkav/
5811,מִשְׁכָּב,שׁ - כ - ב,"Noun – miktal pattern, masculine","bed, couch (lit.); sexual intercourse (in idioms)",/dict/5811-mishkav/
3917,שִׁכְבָה,שׁ - כ - ב,"Noun – kitla pattern, feminine",layer; level,/dict/3917-shichva/
2192,לְהַשְׁכִּיב,שׁ - כ - ב,Verb – hif'il,"to lay down, to put to bed",/dict/2192-lehashkiv/
7175,לְהִישָּׁכֵב,שׁ - כ - ב,Verb – nif'al,to lie down,/dict/7175-lehishachev/
36,לִשְׁכּוֹחַ,שׁ - כ - ח,Verb – pa'al,to forget,/dict/36-lishkoach/
5937,שָׁכִיחַ,שׁ - כ - ח,Adjective – katil pattern,"common, frequent, widespread",/dict/5937-shachiach/
2195,לְהִשְׁתַּכֵּחַ,שׁ - כ - ח,Verb – hitpa'el,to be forgotten,/dict/2195-lehishtakeach/
8595,שָׁכוּחַ,שׁ - כ - ח,Adjective – katul pattern,forgotten,/dict/8595-shachuach/
2193,לְהִישָּׁכֵחַ,שׁ - כ - ח,Verb – nif'al,to be forgotten,/dict/2193-lehishacheach/
2194,לְהַשְׁכִּיחַ,שׁ - כ - ח,Verb – hif'il,"to cause to forget, to condemn to oblivion",/dict/2194-lehashkiach/
5938,שְׁכִיחוּת,שׁ - כ - ח,Noun – feminine,"prevalence, incidence",/dict/5938-shchichut/
2196,לָשׁוֹךְ,שׁ - כ - ך,Verb – pa'al,"to subside, to calm down (lit.)",/dict/2196-lashoch/
2197,לְשַׁכֵּךְ,שׁ - כ - ך,Verb – pi'el,"to quell, to allay (fear, pain) (lit.)",/dict/2197-leshakech/
2198,לִשְׁכּוֹל,שׁ - כ - ל,Verb – pa'al,"to be bereaved, to have one's children die",/dict/2198-lishkol/
3202,שֵׂכֶל,שׂ - כ - ל,"Noun – ketel pattern, masculine","intellect, intelligence, wit, reason",/dict/3202-sechel/
3312,שַׁכּוּל,שׁ - כ - ל,Adjective – kattul pattern,"bereaved, one who lost one's children or relatives",/dict/3312-shakul/
3460,שְׂכַלְתָּן,שׂ - כ - ל,"Noun – ktaltan pattern, masculine",rationalist,/dict/3460-schaltan/
8707,שְׁכוֹל,שׁ - כ - ל,"Noun – ktol pattern, masculine",bereavement,/dict/8707-shchol/
7396,הַשְׂכָּלָה,שׂ - כ - ל,"Noun – haktala pattern, feminine","education, knowledge, enlightenment",/dict/7396-haskala/
2199,לְהַשְׂכִּיל,שׂ - כ - ל,Verb – hif'il,"to study, to learn; to succeed (in doing something)",/dict/2199-lehaskil/
6893,אֶשְׁכּוֹל,שׁ - כ - ל,Noun,"bunch, cluster",/dict/6893-eshkol/
6894,אֶשְׁכּוֹלִית,שׁ - כ - ל,Noun – feminine,grapefruit,/dict/6894-eshkolit/
4506,לְהִשְׁתַּכְלֵל,שׁ - כ - ל - ל,Verb – hitpa'el,"to develop, to become more sophisticated",/dict/4506-lehishtachlel/
4703,מְשׁוּכְלָל,שׁ - כ - ל - ל,Adjective – mekuttal pattern,"regular (polygon, etc.); improved, enhanced",/dict/4703-meshuchlal/
4704,שִׁיכְלוּל,שׁ - כ - ל - ל,"Noun – kittul pattern, masculine","improvement, enhancement",/dict/4704-shichlul/
4705,הִשְׁתַּכְלְלוּת,שׁ - כ - ל - ל,"Noun – hitkattlut pattern, feminine","improvement, enhancement, advancement",/dict/4705-hishtachlelut/
2200,לְשַׁכְלֵל,שׁ - כ - ל - ל,Verb – pi'el,"to improve, to enhance",/dict/2200-leshachlel/
8579,שִׁכְמָה,שׁ - כ - ם,"Noun – kitla pattern, feminine",shoulder blade,/dict/8579-shichma/
2201,לְהַשְׁכִּים,שׁ - כ - ם,Verb – hif'il,to get up early,/dict/2201-lehashkim/
7173,שֶׁכֶם,שׁ - כ - ם,"Noun – ketel pattern, masculine","shoulder blade, upper back",/dict/7173-shechem/
2202,לִשְׁכּוֹן,שׁ - כ - ן,Verb – pa'al,"to dwell, to reside",/dict/2202-lishkon/
2204,לְהִשְׁתַּכֵּן,שׁ - כ - ן,Verb – hitpa'el,"to settle, to reside",/dict/2204-lehishtaken/
3056,שָׁכֵן,שׁ - כ - ן,Adjective – katel pattern,neighbouring,/dict/3056-shachen/
3664,שְׁכוּנָה,שׁ - כ - ן,"Noun – ktula pattern, feminine","neighbourhood, district",/dict/3664-shchuna/
4920,מִשְׁתַּכֵּן,שׁ - כ - ן,"Noun – mitkattel pattern, masculine",new resident,/dict/4920-mishtaken/
7558,שְׁכִינָה,שׁ - כ - ן,"Noun – ktila pattern, feminine",divine spirit,/dict/7558-shchina/
2203,לְהַשְׁכִּין,שׁ - כ - ן,Verb – hif'il,"to impose, to move someone in",/dict/2203-lehashkin/
5483,לְשַׁכֵּן,שׁ - כ - ן,Verb – pi'el,"to house, to accommodate",/dict/5483-leshaken/
6340,שָׁכֵן,ש - כ - ן,"Noun – katel pattern, masculine",neighbour,/dict/6340-shachen/
6363,מַשְׁכַּנְתָּה,שׁ - כ - ן,Noun – feminine,mortgage,/dict/6363-mashkanta/
6769,מִשְׁכָּן,שׁ - כ - ן,"Noun – miktal pattern, masculine","official building, seat; habitat, dwelling, residence (lit.)",/dict/6769-mishkan/
2205,לְשַׁכְנֵעַ,שׁ - כ - נ - ע,Verb – pi'el,"to convince, to persuade",/dict/2205-leshachnea/
2206,לְהִשְׁתַּכְנֵעַ,שׁ - כ - נ - ע,Verb – hitpa'el,"to become convinced, persuaded",/dict/2206-lehishtachnea/
6585,שִׁיכְנוּעַ,שׁ - כ - נ - ע,"Noun – kittul pattern, masculine","convincing, persuasion",/dict/6585-shichnua/
2207,לְשַׁכְפֵּל,שׁ - כ - פ - ל,Verb – pi'el,to copy,/dict/2207-leshachpel/
6560,שְׂכִירוּת,שׂ - כ - ר,Noun – feminine,"rent, lease",/dict/6560-schirut/
6463,לְשַׁכֵּר,שׁ - כ - ר,Verb – pi'el,"to inebriate, to intoxicate",/dict/6463-leshaker/
5431,מַשְׂכּוֹרֶת,שׂ - כ - ר,"Noun – maktolet pattern, feminine",salary,/dict/5431-maskoret/
2208,לִשְׂכּוֹר,שׂ - כ - ר,Verb – pa'al,"to rent, to hire",/dict/2208-liskor/
2211,לְהִשְׂתַּכֵּר,שׂ - כ - ר,Verb – hitpa'el,to earn,/dict/2211-lehistaker/
2924,הַשְׂכָּרָה,שׂ - כ - ר,"Noun – haktala pattern, feminine","rental, lease",/dict/2924-haskara/
2925,שְׂכִירָה,שׂ - כ - ר,"Noun – ktila pattern, feminine","rental, lease, hiring",/dict/2925-schira/
2926,שָׂכָר,שׂ - כ - ר,"Noun – katal pattern, masculine","payment; salary, wage",/dict/2926-sachar/
3554,לְהִשְׁתַּכֵּר,שׁ - כ - ר,Verb – hitpa'el,to get drunk,/dict/3554-lehishtaker/
7820,שִׁיכּוֹר,שׁ - כ - ר,"Noun – kittol pattern, masculine","drunk, drunkard",/dict/7820-shikor/
8103,שָׂכִיר,שׂ - כ - ר,Adjective – katil pattern,salaried,/dict/8103-sachir/
2209,לְהִישָּׂכֵר,שׂ - כ - ר,Verb – nif'al,"to be hired, to be employed, to be rented",/dict/2209-lehisacher/
2210,לְהַשְׂכִּיר,שׂ - כ - ר,Verb – hif'il,"to rent, to let (a property)",/dict/2210-lehaskir/
6559,שָׂכוּר,שׂ - כ - ר,Adjective – katul pattern,"rented, hired",/dict/6559-sachur/
1495,לְשַׁכְשֵׁךְ,שׁ - כ - שׁ - ך,Verb – pi'el,"to dangle; to paddle, to wade",/dict/1495-leshachshech/
1571,לְהִשְׁתַּכְשֵׁךְ,שׁ - כ - שׁ - ך,Verb – hitpa'el,"to paddle, to wade",/dict/1571-lehishtachshech/
5119,לְשַׁכְשֵׁךְ,שׁ - כ - שׁ - ך,Verb – pi'el,"to dangle (feet); to paddle, to wade",/dict/5119-leshachshech/
2212,לְשַׁכְתֵּב,שׁ - כ - ת - ב,Verb – pi'el,to rewrite,/dict/2212-leshachtev/
2643,שֶׁל,-,Preposition,"of, belonging to",/dict/2643-shel/
4329,שִׁילּוּב,שׁ - ל - ב,"Noun – kittul pattern, masculine","combination, integration",/dict/4329-shiluv/
3258,תִּשְׁלוֹבֶת,שׁ - ל - ב,"Noun – tiktolet pattern, feminine","complex (industry, economics); gearing (mechanics)",/dict/3258-tishlovet/
3259,שָׁלָב,שׁ - ל - ב,"Noun – katal pattern, masculine","stage, phase; step",/dict/3259-shalav/
3551,מִשְׁלָב,שׁ - ל - ב,"Noun – miktal pattern, masculine","register, style (linguistics)",/dict/3551-mishlav/
2213,לְשַׁלֵּב,שׁ - ל - ב,Verb – pi'el,"to combine, to integrate",/dict/2213-leshalev/
2214,לְהִשְׁתַּלֵּב,שׁ - ל - ב,Verb – hitpa'el,"to become integrated, to fit together",/dict/2214-lehishtalev/
3185,שֶׁלֶג,שׁ - ל - ג,"Noun – ketel pattern, masculine",snow,/dict/3185-sheleg/
3816,מוּשְׁלָג,שׁ - ל - ג,Adjective – muktal pattern,"snowy, snow-covered",/dict/3816-mushlag/
7651,שִׁלְגּוֹן,שׁ - ל - ג,Noun – masculine,"popsicle, ice lolly, ice pop",/dict/7651-shilgon/
6206,אַשְׁלָג,שׁ - ל - ג,"Noun – aktal pattern, masculine",potash,/dict/6206-ashlag/
6207,אַשְׁלְגַן,שׁ - ל - ג,Noun – masculine,potassium,/dict/6207-ashlegan/
6273,שֶׁלֶד,שׁ - ל - ד,"Noun – ketel pattern, masculine","skeleton; outline, foundation",/dict/6273-sheled/
3612,שַׁלְהֶבֶת,שׁ - ל - ה - ב,"Noun – kattelet pattern, feminine","flame, tongue of fire",/dict/3612-shalhevet/
2219,לְהִשְׁתַּלְהֵב,שׁ - ל - ה - ב,Verb – hitpa'el,"to be sparked, to be ignited",/dict/2219-lehishtalhev/
2218,לְשַׁלְהֵב,שׁ - ל - ה - ב,Verb – pi'el,"to ignite, to inflame, to spark; to inspire, to excite",/dict/2218-leshalhev/
3456,שַׁלְווָה,שׁ - ל - ו,"Noun – katla pattern, feminine","calm, serenity",/dict/3456-shalva/
3455,שָׁלֵו,שׁ - ל - ו,Adjective – katel pattern,"calm, peaceful",/dict/3455-shalev/
2222,לְהִשְׁתַּלֵּחַ,שׁ - ל - ח,Verb – hitpa'el,to lash out (on someone) (ב-),/dict/2222-lehishtaleach/
8272,שְׁלִיחוּת,שׁ - ל - ח,Noun – feminine,"mission, errand",/dict/8272-shlichut/
5533,שָׁלוּחַ,שׁ - ל - ח,Adjective – katul pattern,"sent, dispatched; stretched out, spread out (arm, leg, etc.)",/dict/5533-shaluach/
2220,לִשְׁלוֹחַ,שׁ - ל - ח,Verb – pa'al,"to send, to dispatch",/dict/2220-lishloach/
2805,לְשַׁלֵּחַ,שׁ - ל - ח,Verb – pi'el,"to release, to dismiss, to send away (lit.)",/dict/2805-leshaleach/
4356,שָׁלִיחַ,שׁ - ל - ח,"Noun – katil pattern, masculine","emissary, envoy; delivery person",/dict/4356-shaliach/
8876,מִשְׁלוֹחַ,שׁ - ל - ח,"Noun – miktol pattern, masculine","delivery, shipment",/dict/8876-mishloach/
8013,שְׁלוּחָה,שׁ - ל - ח,"Noun – ktula pattern, feminine","extension, branch; branch, subsidiary (business)",/dict/8013-shlucha/
2221,לְהִישָּׁלֵחַ,שׁ - ל - ח,Verb – nif'al,"to be sent, to be dispatched",/dict/2221-lehishaleach/
6948,מִשְׁלַחַת,שׁ - ל - ח,"Noun – miktelet pattern, feminine","expedition, delegation",/dict/6948-mishlachat/
2223,לִשְׁלוֹט,שׁ - ל - ט,Verb – pa'al,"to rule, to govern",/dict/2223-lishlot/
2224,לְהִישָּׁלֵט,שׁ - ל - ט,Verb – nif'al,to be ruled (by someone),/dict/2224-lehishalet/
3321,שַׁלִּיט,שׁ - ל - ט,"Noun – kattil pattern, masculine","lord, ruler, leader",/dict/3321-shalit/
3322,שַׁלִּיט,שׁ - ל - ט,Adjective – kattil pattern,"ruling, controlling, dominant",/dict/3322-shalit/
3592,שִׁלְטוֹן,שׁ - ל - ט,"Noun – kitlon pattern, masculine","reign, rule, political power",/dict/3592-shilton/
5095,שֶׁלֶט,שׁ - ל - ט,"Noun – ketel pattern, masculine","sign, plaque, billboard",/dict/5095-shelet/
7498,הִשְׁתַּלְּטוּת,שׁ - ל - ט,"Noun – hitkattlut pattern, feminine","seizing, gaining control; takeover, acquisition (business)",/dict/7498-hishtaltut/
8590,שִׁלְטוֹנִי,שׁ - ל - ט,Adjective,governmental,/dict/8590-shiltoni/
2225,לְהַשְׁלִיט,שׁ - ל - ט,Verb – hif'il,to invest (with power); to impose (rules),/dict/2225-lehashlit/
5820,לְשַׁלֵּט,שׁ - ל - ט,Verb – pi'el,"to signpost, to provide with signposts",/dict/5820-leshalet/
2226,לְהִשְׁתַּלֵּט,שׁ - ל - ט,Verb – hitpa'el,"to gain control, to take over (על)",/dict/2226-lehishtalet/
5987,שַׁלָּט,שׁ - ל - ט,"Noun – kattal pattern, masculine",remote control,/dict/5987-shalat/
4392,לְשַׁלְטֵט,שׁ - ל - ט - ט,Verb – pi'el,to switch channels (on a TV),/dict/4392-leshaltet/
2215,לִשְׁלוֹת,שׁ - ל - ה,Verb – pa'al,to pull out from water,/dict/2215-lishlot/
2916,אַשְׁלָיָה,שׁ - ל - ה,"Noun – aktala pattern, feminine",illusion; deception,/dict/2916-ashlaya/
7790,שִׁלְיָה,שׁ - ל - ה,"Noun – kitla pattern, feminine",placenta (anatomy),/dict/7790-shilya/
8467,שִׁלְייָנִי,שׁ - ל - ה,Adjective,"placentary, placental (mammal)",/dict/8467-shilyani/
8468,שִׁלְייָתָן,שׁ - ל - ה,Noun – masculine,"placentary mammal, placental mammal",/dict/8468-shilyatan/
